Structure(SMILES)	DTXCID
FC(F)(C(F)(F)C(Br)(F)F)C(Br)(F)F	DTXCID20322635
FC(F)(C(F)(F)C(Br)(Br)F)C(F)(F)F	DTXCID00567789
FC(F)(C(F)(F)C(\F)=C(/F)F)C(F)(F)C(F)(F)C(\F)=C(/F)F	DTXCID00461192
FC(F)(C(F)(F)C#CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201324811
FC(F)(C(Cl)(F)C(F)(F)F)C(F)(F)F	DTXCID70980481
FC(F)(C(Cl)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID901517944
FC(F)(C(Cl)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501517754
FC(F)(C(Cl)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501517809
FC(F)(C(Cl)(F)C(Cl)(F)F)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID90330323
FC(F)(C(Cl)(F)C(Cl)(F)F)C(Cl)(F)C(F)(F)C(\F)=C(/F)F	DTXCID30228811
FC(F)(C(Cl)(F)C(Cl)(F)F)C(Cl)(F)C(Cl)(F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXCID00745085
FC(F)(C(Cl)(F)C(Cl)(F)F)C(Cl)(Cl)Cl	DTXCID50330768
FC(F)(C(Cl)(F)C(Cl)(Cl)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40520171
FC(F)(C(Cl)(Cl)Cl)C(Cl)(F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID00739444
FC(F)(C(Cl)(Cl)Cl)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID40739443
FC(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID40500155
FC(F)(C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID301323185
FC(F)(C(C(F)(F)F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID601021879
FC(F)(C(Br)(Br)C(F)(F)F)C(Br)(F)F	DTXCID10720580
FC(F)(C(=C(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID80662822
FC(F)(C(=C(\F)C(F)(F)F)\C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID501325820
FC(F)(C(=C(\C(F)(F)F)C(F)(F)F)\C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID001021833
FC(F)(C(=C(/F)C(F)(F)F)\C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID201325821
FC(F)(C(=C(/C(F)(F)F)C(F)(F)F)\C(F)(F)F)C(F)(F)F	DTXCID90458374
FC(F)(C(\F)=C(/F)F)C(F)(F)C(F)(F)F	DTXCID201021734
FC(F)(C(\F)=C(/F)F)C(Cl)(F)C(Cl)(F)F	DTXCID50661847
FC(F)(C(\Cl)=C(/Cl)Cl)C(F)(F)C(F)(F)F	DTXCID30406379
FC(F)(C(/F)=C(\F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501326173
FC(F)(C(/F)=C(\F)F)C(F)(F)C(/F)=C(\F)F	DTXCID60508133
FC(F)(C(/F)=C(\F)F)C(Cl)(F)C(/F)=C(\F)F	DTXCID40493134
FC(F)(C(/F)=C(\F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID20824907
FC(F)(C(/F)=C(\F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID401324805
FC(F)(C#CI(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601326388
FC(F)(C#CI(F)(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301326389
FC(F)(C#CF)C(F)(F)C(F)(F)F	DTXCID801511274
FC(F)(C#CC(F)(F)F)C(F)(F)F	DTXCID30294374
FC(F)(C#CC(F)(F)C(F)(F)F)C(F)(F)F.FC(F)(F)C(F)(F)C#CC(F)(F)C(F)(F)F	DTXCID601507382
FC(Cl)(F)C(F)(F)C(Cl)(F)F	DTXCID90138866
FC(Cl)(F)C(F)(F)C(Cl)(Cl)F	DTXCID0022301
FC(Cl)(F)C(Cl)(F)C(Cl)(F)F	DTXCID0047826
FC(Cl)(F)C(Cl)(F)C(Cl)(Cl)F	DTXCID30498279
FC(Cl)(F)C(Cl)(Cl)C(Cl)(F)F	DTXCID50813884
FC(Cl)(Cl)C(Cl)(F)C(Cl)(Cl)F	DTXCID50453901
FC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)F	DTXCID40228544
FC(Cl)(C(F)(F)C(F)(F)I)C(Cl)(F)F	DTXCID10399432
FC(Cl)(C(F)(F)C(F)(F)F)C(Cl)(C(F)(F)F)C(F)(F)F	DTXCID70554762
FC(Cl)(C(F)(F)C(Cl)(F)I)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID20699995
FC(Cl)(C(F)(F)C(Cl)(F)I)C(Cl)(F)F	DTXCID401510874
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXCID20501948
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXCID70285504
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID00451477
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXCID20285458
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(Cl)(F)F	DTXCID001390222
FC(Cl)(C(F)(F)C(Br)(Cl)F)C(F)(F)C(Cl)(Cl)Cl	DTXCID60510195
FC(Cl)(C(Cl)(F)C(F)(F)F)C(F)(F)F	DTXCID60818229
FC(Cl)(C(Cl)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID801022330
FC(Cl)(C(Cl)(F)C(Cl)(F)F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXCID90800874
FC(Cl)(C(Cl)(F)C(Cl)(F)F)C(Cl)(F)F	DTXCID80290947
FC(Cl)(C(Cl)(F)C(Cl)(F)F)C(Cl)(F)C(Cl)(F)C(Cl)(F)F	DTXCID40290948
FC(Cl)(C(Cl)(F)C(Cl)(Cl)F)C(Cl)(F)C(Cl)(F)C(Cl)(F)C(Cl)(F)C(Cl)(Cl)Cl	DTXCID40699997
FC(Cl)(C(Cl)(F)C(Br)(F)F)C(F)(F)C(Cl)(F)C(Br)(F)F	DTXCID101432429
FC(Cl)(C(Cl)(F)C(Br)(F)F)C(Br)(F)F	DTXCID101386503
FC(Cl)(C(Cl)(Cl)C(F)(F)F)C(F)(F)F	DTXCID30819283
FC(C(F)=C(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID20736571
FC(C(F)(F)C(F)(F)I)(C(F)(F)F)C(F)(F)F	DTXCID70330902
FC(C(F)(F)C(F)(F)I)(C(F)(F)F)C(Cl)(F)F	DTXCID80748256
FC(C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID9042625
FC(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID40158094
FC(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID101507325
FC(C(F)(F)C(F)(F)F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID301021713
FC(C(F)(F)C(F)(F)F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID701021715
FC(C(F)(F)C(F)(F)F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID30120780
FC(C(F)(F)C(F)(F)F)(C(F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID701021741
FC(C(F)(F)C(F)(F)F)(C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID601478321
FC(Br)(F)C(F)(F)C(Br)(F)F	DTXCID70401868
FC(Br)(F)C(F)(C(F)(F)F)C(Br)(F)F	DTXCID20705303
FC(Br)(F)C(Cl)(F)C(Br)(F)F	DTXCID901507555
FC(Br)(C(F)(F)C(Br)(Cl)F)C(F)(F)C(Br)(F)C(Cl)(F)F	DTXCID10331296
FC(Br)(C(F)(F)C(Br)(Cl)F)C(Cl)(F)F	DTXCID80329827
FC(Br)(Br)C(F)(F)C(Br)(Br)F	DTXCID5039197
FC(=C(F)C(F)=C(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID40712478
FC(=C(F)C(F)=C(F)C(\F)=C(/F)F)C(\F)=C(/F)F	DTXCID30805989
FC(=C(F)C(F)=C(Cl)F)C(F)=C(Cl)F	DTXCID80296484
FC(=C(F)C(F)(F)I)C(F)(C(F)(F)F)C(F)(F)F	DTXCID90644876
FC(=C(F)C(F)(F)F)C(F)(F)F	DTXCID2039126
FC(=C(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID7047352
FC(=C(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID601021762
FC(=C(F)C(Cl)(F)F)C(Cl)(F)F	DTXCID40347769
FC(=C(F)C(Cl)(Cl)F)C(F)(F)F	DTXCID90653302
FC(=C(F)C(Br)(F)F)C(Br)(F)F	DTXCID90348382
FC(=C(Cl)C(F)(F)F)C(F)(F)F	DTXCID50294619
FC#CF	DTXCID20141469
FC#CC(F)(F)F	DTXCID10287567
FC#CC#CF	DTXCID40137586
FC#CC#CC(F)(F)F	DTXCID00137587
FC#CC#CC#CC#CC#CC#CF	DTXCID50788068
F\C(F)=C=C=C(\F)F	DTXCID9099531
F\C(F)=C=C(/F)F	DTXCID90119211
F\C(=C(\F)F)C(F)(F)C(F)(F)I	DTXCID70399397
F\C(=C(\F)F)C(F)(F)C(F)(F)F	DTXCID101021729
F\C(=C(\F)F)C(F)(F)C(Cl)(F)F	DTXCID70451540
F\C(=C(\F)F)C(F)(F)C(Cl)(Cl)F	DTXCID30293620
F\C(=C(\F)F)C(Cl)(F)C(Cl)(F)F	DTXCID001507403
F\C(=C(\F)C(F)(F)I)C(F)(C(F)(F)F)C(F)(F)F	DTXCID00981901
F\C(=C(\F)C(F)(F)F)C(F)(F)F	DTXCID90210777
F\C(=C(\F)C(Cl)(F)F)C(Cl)(F)F	DTXCID70823445
F\C(=C(\Cl)Cl)C(F)(F)C(F)(F)F	DTXCID30530421
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID1088904
F\C(=C(/F)C(F)(F)F)C(F)(F)F	DTXCID801506473
F[C@](Cl)([C@@](Cl)(F)C(F)(F)F)C(F)(F)F	DTXCID901079453
F/C(F)=C(\F)I	DTXCID9039109
F/C(F)=C(\F)F	DTXCID301325
F/C(F)=C(\F)C(F)(F)F	DTXCID206949
F/C(F)=C(\F)C(F)(F)C(/F)=C(\F)F	DTXCID80480568
F/C(F)=C(\F)C(\F)=C(/F)F	DTXCID8046038
F/C(F)=C(\F)C(\Cl)=C(/F)F	DTXCID50322527
FC(F)=C(Cl)F	DTXCID806485
F/C(F)=C(\C(F)(F)F)C(F)(F)F	DTXCID8039453
F/C(F)=C(/I)C(F)(F)F	DTXCID70424037
F/C(F)=C(/F)C(F)(F)I	DTXCID90330464
F/C(F)=C(/F)C(Cl)(F)F	DTXCID5048138
F/C(F)=C(/F)C(Br)(F)F	DTXCID40505807
F/C(F)=C(/Cl)C(F)(F)I	DTXCID40748515
F/C(F)=C(/Cl)C(F)(F)F	DTXCID2037764
F/C(F)=C(/Cl)C(Cl)(F)F	DTXCID50453542
F/C(F)=C(/Cl)C(Br)(F)F	DTXCID70790880
F/C(F)=C(/Br)F	DTXCID4042709
F/C(F)=C(/Br)C(F)(F)F	DTXCID60332197
F/C(F)=C(/Br)C(Br)(F)F	DTXCID50322643
F/C(C(F)=C(F)C(\F)=C(/F)F)=C(/F)F	DTXCID60295031
F/C(C(=C(/F)F)C(F)(F)F)=C(/F)F	DTXCID70566688
F/C(C(\F)=C(\F)C(F)(F)F)=C(\F)C(F)(F)F	DTXCID601506596
F/C(C(\F)=C(\F)C(F)(F)F)=C(/F)C(F)(F)F	DTXCID001506598
F/C(C(\F)=C(/F)C(F)(F)F)=C(/F)C(F)(F)F	DTXCID301506616
F/C(Br)=C(\C(F)(F)F)C(F)(F)F	DTXCID60544859
Clc1c2c(Cl)c(F)c(Cl)c(F)c2c(Cl)c(Cl)c1Cl	DTXCID50718587
Clc1c(F)c(F)c(F)c(Cl)c1F	DTXCID9075086
Clc1c(F)c(F)c(Cl)c(Cl)c1Cl	DTXCID30466539
Clc1c(F)c(Cl)c(F)c(Cl)c1F	DTXCID70108249
Clc1c(F)c(Cl)c(F)c(Br)c1F	DTXCID60333124
Clc1c(F)c(c(F)c(Cl)c1F)c1c(F)c(F)c(F)c(F)c1F	DTXCID20738090
Clc1c(F)c(c(F)c(Cl)c1F)C(F)(F)F	DTXCID90333152
Clc1c(c(F)c(F)c(Cl)c1F)C(F)(F)F	DTXCID50778106
Clc1c(c(Cl)c(Cl)c(Cl)c1Cl)c1c(F)c(F)c(F)c(F)c1F	DTXCID10451524
Clc1c(c(Cl)c(Cl)c(Cl)c1Cl)C(F)(F)F	DTXCID20510999
ClC1=C(F)C(F)(F)C(F)=C(F)C1(F)F	DTXCID60470028
ClC1=C(Cl)C1(F)F	DTXCID10292530
ClC1=C(Cl)C(F)(F)C1(F)F	DTXCID40113628
ClC1(F)C(Cl)(F)C(F)(F)C(F)(Cl)C1(Cl)F	DTXCID80330377
ClC1(F)C(Cl)(F)C(Cl)(F)C(F)(Cl)C1(Cl)F	DTXCID20473419
ClC(F)=C(Br)F	DTXCID90296112
ClC(F)(F)F	DTXCID8031073
ClC(F)(F)C(F)(F)I	DTXCID30117433
ClC(F)(F)C(Cl)(F)I	DTXCID40818227
ClC(F)(F)C(Cl)(F)F	DTXCID906434
ClC(F)(F)C(Cl)(Cl)F	DTXCID601377
ClC(F)(F)C(Br)(F)F	DTXCID90111371
ClC(F)(F)C(Br)(Br)F	DTXCID80585961
ClC(Cl)(F)F	DTXCID80436
ClC(Cl)(F)C(F)(F)I	DTXCID30329877
ClC(Cl)(F)C(Cl)(Cl)F	DTXCID706091
ClC(Cl)(Cl)c1c(F)c(c(F)c(c1F)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	DTXCID10230013
ClC(Cl)(Cl)C(F)(F)I	DTXCID301414217
ClC(Cl)(Cl)C(F)(F)F	DTXCID307148
ClC(Cl)(Cl)C(F)(F)C(F)(F)F	DTXCID70811983
ClC(Cl)(Cl)C(F)(F)C(Cl)(F)I	DTXCID00790939
ClC(Cl)(Cl)C(F)(F)C(Cl)(F)F	DTXCID8036736
ClC(Cl)(Cl)C(F)(F)C(Cl)(Cl)F	DTXCID5036892
ClC(Cl)(Cl)C(F)(F)C(Cl)(Cl)Cl	DTXCID3038430
ClC(Cl)(Cl)C(F)(F)C(Br)(Cl)F	DTXCID70519058
ClC(Cl)(Cl)C(Cl)(F)F	DTXCID60810521
ClC(Cl)(Cl)C(Cl)(F)C(Cl)(F)F	DTXCID70404793
ClC(Cl)(Cl)C(Cl)(Cl)C(F)(F)F	DTXCID201357294
ClC(Cl)(Cl)C(Cl)(Cl)C(Cl)(F)F	DTXCID001357393
ClC(Cl)(Cl)C(/F)=C(\F)F	DTXCID90547217
ClC(Cl)(C(F)(F)C(F)(F)F)C(Cl)(Cl)Cl	DTXCID00771162
ClC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(Cl)F	DTXCID70497468
ClC(Cl)(C(Cl)(F)C(F)(F)F)C(Cl)(Cl)Cl	DTXCID10657620
ClC(Cl)(C(Cl)(Cl)C(F)(F)F)C(F)(F)F	DTXCID10113438
ClC(Br)(Cl)C(F)(F)C(Cl)(F)F	DTXCID20530435
ClC(=C(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID901511160
ClC(=C(F)C(Cl)(F)F)C(F)(F)F	DTXCID501506036
ClC#CC(F)(F)F	DTXCID70140164
Cl\C(=C(\F)F)C(Cl)(F)C(F)(F)F	DTXCID001507358
Cl\C(=C(\Cl)C(F)(F)F)C(F)(F)F	DTXCID1038163
Cl\C(=C(/Cl)C(F)(F)F)C(F)(F)F	DTXCID001477137
Cl/C(F)=C(/Cl)F	DTXCID8042711
Cl/C(Cl)=C(/F)F	DTXCID5048136
Cl/C(Cl)=C(/F)C(F)(F)F	DTXCID30401647
Cl/C(Cl)=C(/F)C(Cl)(F)F	DTXCID20396518
Cl/C(Cl)=C(/F)C(Cl)(Cl)F	DTXCID50296153
Cl/C(Cl)=C(/Cl)C(F)(F)F	DTXCID8040226
Cl/C(Cl)=C(/Cl)C(Cl)(F)F	DTXCID10239142
Cl/C(Cl)=C(/C(Cl)(Cl)Cl)C(F)(F)F	DTXCID80232327
Brc1c(F)c(F)c(F)c(Br)c1F	DTXCID201363950
Brc1c(F)c(Br)c(F)c(Br)c1F	DTXCID00100837
Brc1c(c2c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c1Br	DTXCID00109800
BrC1=C(F)C(F)(F)C(F)=C(F)C1(F)F	DTXCID20458069
BrC1=C(Br)C1(F)F	DTXCID60411754
BrC(F)=C(Br)F	DTXCID10644893
BrC(F)(F)I	DTXCID00420769
BrC(F)(F)F	DTXCID706415
BrC(F)(F)C(F)(F)I	DTXCID70117432
BrC(F)(F)C(Br)(F)I	DTXCID40322632
BrC(F)(F)C(Br)(F)F	DTXCID8021226
BrC(F)(F)C(Br)(Cl)F	DTXCID80810745
BrC(F)(F)C(Br)(Br)F	DTXCID80326316
BrC(F)(C(F)(F)F)C(F)(F)F	DTXCID30322323
BrC(F)(C(F)(F)F)C(Br)(F)F	DTXCID40876206
BrC(F)(C(F)(F)C(F)(F)F)C(Br)(F)F	DTXCID401511296
BrC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(Br)(F)F	DTXCID80332215
BrC(F)(C(F)(F)C(F)(F)C(\F)=C(/F)F)C(Br)(F)F	DTXCID70517751
BrC(F)(C(F)(Cl)C(Cl)(F)F)C(Br)(F)F	DTXCID90631827
BrC(F)(C(F)(Br)C(F)(F)F)C(F)(F)F	DTXCID60331847
BrC(F)(C(F)(Br)C(Br)(F)F)C(Br)(F)F	DTXCID401386502
BrC(F)(C(/F)=C(\F)F)C(F)(F)F	DTXCID70519119
BrC(Cl)(F)F	DTXCID907147
BrC(Cl)(Cl)C(F)(F)F	DTXCID20117644
BrC(Cl)(Cl)C(Br)(F)F	DTXCID20329826
BrC(Cl)(C(F)(F)F)C(Br)(F)F	DTXCID90329530
BrC(Br)(F)F	DTXCID6047737
BrC(Br)(Cl)C(F)(F)F	DTXCID1047780
BrC(Br)(Cl)C(Cl)(F)F	DTXCID60568277
BrC(Br)(C(F)(F)F)C(F)(F)F	DTXCID50293622
BrC(Br)(Br)C(F)(F)F	DTXCID30111370
BrC(Br)(Br)C(Br)(F)F	DTXCID9038894
BrC#CC(F)(F)F	DTXCID60153940
Br[C@@](F)(C(F)(F)F)C(Br)(F)F	DTXCID701079495
Br/C(Cl)=C(\F)F	DTXCID20149203
Br/C(Br)=C(/F)F	DTXCID5040207
[F-].FC(F)(F)F	DTXCID90552023
	DTXCID1091139
	DTXCID00105569
	DTXCID8099675
	DTXCID30108088
	DTXCID00109865
	DTXCID60114470
	DTXCID10119192
	DTXCID401326687
	DTXCID601382251
