Structure(SMILES)	DSSTox_Structure_Id
FC(F)(C(F)(F)C(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1039345
FC(F)(C(F)(F)C(Br)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6039346
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1039347
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID4039362
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXCID9039363
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)CO	DTXCID4039364
FC(F)(C(F)(F)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID9039365
FC(F)(C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC	DTXCID4039366
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(=O)O	DTXCID9039367
FC(F)(C(F)(F)COC(=O)C=C)C(F)(F)C(F)F	DTXCID4039368
FC(F)(C(F)(F)CO)C(F)(F)CO	DTXCID9039369
FC(F)(C(F)F)C(F)(F)C(F)F	DTXCID1039391
FC(F)(C(=O)O)C(F)(F)C(=O)O	DTXCID6039392
FC(F)(C(=O)OCC)C(F)(F)C(=O)OCC	DTXCID1039393
FC(F)(F)C(F)(F)C(=O)OC	DTXCID3039408
FC1(F)N(C(F)(F)C(F)(F)OC1(F)F)C(F)(F)F	DTXCID8039455
OP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3039456
[K+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7039549
C[N+](C)(C)CCC[N@](CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0039566
O=S(=O)(O)CCCN(CCCN(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID5039567
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3039616
FC(F)(C(F)(F)COC(=O)C(=C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID2039621
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC=C	DTXCID3039793
FC(F)(F)C(F)(F)CCI	DTXCID5039808
CC(F)(F)C(Cl)(F)F	DTXCID6040034
ClCC(F)(F)C(F)(F)F	DTXCID0040048
FC(F)(F)C(F)(F)C#N	DTXCID5040049
FC(F)(F)C(F)(F)CO	DTXCID4040050
ClC(Cl)C(F)(F)C(Cl)(Cl)F	DTXCID4040052
ClC(Cl)C(F)(F)C(Cl)(F)F	DTXCID9040053
FC(F)C(F)(F)C(Cl)(F)F	DTXCID4040054
FC(F)(F)C(F)(F)C(Cl)=O	DTXCID9040055
FC(F)(F)C(F)(F)C(F)=O	DTXCID4040056
FC(F)(F)C(F)(F)C(O)O	DTXCID9040057
FC(F)(F)C(F)(F)C(=O)O	DTXCID4040058
FC(F)(F)C(F)(F)C(Br)(F)F	DTXCID3040061
FC(F)(F)C(F)(F)C(Cl)(F)F	DTXCID8040062
FC(F)(C(F)F)C(F)(F)C(Cl)(F)F	DTXCID6040082
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1040083
FC(F)(C(F)(F)C(Cl)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXCID6040084
FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1040085
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C	DTXCID6040086
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC=C	DTXCID1040087
FC(F)(C(=O)OCC)C(F)(F)C(F)(F)C(=O)OCC	DTXCID2040107
FC(F)(C(F)(F)COC(=O)C=C)C(F)(F)F	DTXCID7040108
FC(F)(OC(F)(F)F)C(F)(F)C(F)=O	DTXCID5040122
FC1(F)OC(F)(F)C1(F)F	DTXCID5040124
FC(F)(C(=O)OCC)C(F)(F)F	DTXCID9040134
FC(F)(N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6040246
FC(F)(F)C(F)(F)COC(=O)C(=C)C	DTXCID0040383
FC(F)(CCOC(=O)C(=C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6040745
FC(F)(CCS(=O)(=O)N(C)CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0040751
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8040856
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCc1ccccc1	DTXCID3040857
FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6040901
CCO[Si](OCC)(OCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8041086
O=S(Cl)(=O)c1ccc(OC(=C(C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1	DTXCID4041107
FC(F)(CCOC(=O)C(=C)C)C(F)(F)F	DTXCID2041206
[Na+].O=S([O-])(=O)c1ccc(OC(=C(C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1	DTXCID1041215
FC(F)(CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6041218
FC(F)(F)C(F)(F)CCO	DTXCID4041810
FC1(F)N(C(F)(F)C(F)(F)OC1(F)F)C(F)(F)C(F)(F)F	DTXCID3041952
FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1041972
FC1(F)C(F)=C(F)C(F)(F)C1(F)F	DTXCID4041991
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1	DTXCID9041992
FC1(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F	DTXCID7042067
Brc1ccc(OC(F)(F)C(F)(F)F)cc1	DTXCID1042073
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC[N+](CC)(CC)CC	DTXCID0042115
FC(F)(COC(F)F)C(F)(F)F	DTXCID3042130
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C	DTXCID5042530
FC(C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID9042625
FC(F)(CCOC(=O)C(=C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3042689
FC(F)(F)C12C(F)(F)C3(F)C(F)(F)C(F)(C1(F)F)C(F)(F)C(F)(C3(F)F)C2(F)F	DTXCID4042757
FC(F)(CCOC(=O)C(=C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8042763
[K+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6042783
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7042859
CO[Si](CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC	DTXCID1043095
[O-]S(=O)(=O)c1ccc(C)cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1	DTXCID6043123
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXCID1043124
FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)F	DTXCID4044111
FC(F)(CCCCCCBr)C(Br)(F)F	DTXCID9044297
FC1(F)OC(OC1(F)F)(C(F)(F)F)C(F)(F)F	DTXCID4044327
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1044489
FC(F)(CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0044490
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID5044491
FC(F)(CCOC(=O)C(=C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0044492
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID5044493
FC(F)(CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0044527
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID5044528
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3044621
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8044622
FC(F)(CCS(Cl)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1044645
FC(F)(CCS(Cl)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6044646
FC(F)(CS(=O)(=O)N(C)CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6044690
FC(F)(CS(=O)(=O)N(C)CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1044691
FC(F)(CS(=O)(=O)N(C)CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6044692
FC(F)(CCS(=O)(=O)N(C)CCC[N+](C)(C)CCC([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1044693
FC(F)(C(F)(F)C(N)=O)C(F)(F)F	DTXCID8044757
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC=C	DTXCID4044903
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC=C	DTXCID9044904
Cl[Si](Cl)(Cl)CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID4044905
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID9044906
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID4044907
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID9044908
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID4044909
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C=C	DTXCID3044910
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C=C	DTXCID8044911
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C=C	DTXCID3044912
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C(=C)C	DTXCID8044913
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C(=C)C	DTXCID3044914
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C(=C)C	DTXCID8044915
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID3044916
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8044917
FC(F)(F)C(F)(I)C(F)(F)F	DTXCID6044987
FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID5044990
FC(F)(C(F)(F)C(Cl)=O)C(F)(F)C(Cl)=O	DTXCID2045024
FC(F)(C(F)(F)COC(=O)C=C)C(F)(F)COC(=O)C=C	DTXCID7045025
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8045228
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C(=C)C	DTXCID0045254
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C(=C)C	DTXCID5045255
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C(=C)C	DTXCID0045256
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC=C)CC	DTXCID5045257
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID0045258
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXCID9045267
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXCID4045268
OP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045283
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXCID6045298
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXCID1045299
Cl[Si](Cl)(Cl)CCC[N@](CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3045300
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C(=C)C	DTXCID3045304
OP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045310
Cl.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID2045311
OP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045312
OP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID2045313
OP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045314
OP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID2045315
OP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045316
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C(=C)C	DTXCID2045317
[NH4+].[NH4+].O=P([O-])([O-])OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7045318
OP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8045353
[NH4+].[NH4+].O=P([O-])([O-])OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3045354
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID0045414
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID5045415
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID0045416
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID5045417
FC(F)(C(F)(F)C(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID8045436
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID8045480
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)C=C	DTXCID8045513
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C=C	DTXCID0045751
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C=C	DTXCID5045752
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C=C	DTXCID0045753
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXCID2045781
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXCID7045782
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXCID2045783
CO[Si](CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC	DTXCID7045784
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3045801
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8045802
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID3045803
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8045804
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F	DTXCID3045805
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID8045806
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC	DTXCID8045808
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC	DTXCID3045809
O=C(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C	DTXCID6045820
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCc1ccccc1	DTXCID1045821
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCc1ccccc1	DTXCID6045822
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCc1ccccc1	DTXCID1045823
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCc1ccccc1	DTXCID6045824
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC	DTXCID1045825
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NC	DTXCID6045826
O=C(OCCN(CCCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C	DTXCID9045845
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXCID4045846
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCCC	DTXCID2045862
C[N+](C)(C)CCC[N@@](CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID5045885
[Na+].FC(F)(C(F)(F)S([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID2046125
[Na+].FC(F)(C(F)(F)S([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID7046126
[Na+].FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID2046127
[Na+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID7046128
[Na+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID2046129
[Na+].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(=O)[O-])CC	DTXCID1046130
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CC	DTXCID6046131
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CC	DTXCID1046132
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCO	DTXCID6046133
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCO	DTXCID1046134
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCO	DTXCID6046135
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1046136
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID6046137
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID1046138
