Structure(SMILES)	DSSTox_Structure_Id
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C	DTXCID901324967
FC(F)(C(F)(F)CCC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601324968
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCC	DTXCID301324969
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCC	DTXCID601324970
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301324971
FC(F)(C(F)(F)C(=N)N)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001324972
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(/F)F	DTXCID701324973
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C#N	DTXCID401324974
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCC	DTXCID101324975
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801324976
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\CCCC	DTXCID501324977
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)F	DTXCID201324978
FC(F)(C(SCC)SCC)C(F)(F)C(F)(F)F	DTXCID901324979
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201324980
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\CCCCC	DTXCID901324981
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCC	DTXCID601324982
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCO	DTXCID301324983
FC(F)(CC(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001324984
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC	DTXCID701324985
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)CN	DTXCID401324986
FC(F)(C(F)(F)C(C)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101324987
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C	DTXCID801324988
FC(F)(C(F)(F)COC(=O)C)C(F)(F)F	DTXCID501324989
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801324990
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501324991
FC(F)(C(F)(F)C(=N)NO)C(F)(F)F	DTXCID201324992
FC(F)(C(F)(F)C(F)(F)F)C(C=CC=C)(C(F)(F)F)C(F)(F)F	DTXCID901324993
FC(F)(CCCOC(=O)C)C(F)(F)C(F)(F)F	DTXCID601324994
FC(F)(C(F)(F)C(O)CN)C(F)(F)C(F)(F)F	DTXCID301324995
FC(F)(C(F)(F)C(C)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001324996
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701324997
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCC	DTXCID401324998
FC(F)(C(CC(=O)O)CC(=O)O)C(F)(F)C(F)(F)F	DTXCID101324999
FC(F)(CCC(=O)OCC)C(F)(F)C(F)(F)F	DTXCID301325000
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCC	DTXCID001325001
FC(F)(C1OCCO1)C(F)(F)C(F)(F)F	DTXCID701325002
FC(F)(CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325003
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCC	DTXCID101325004
FC(F)(C(F)(F)CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325005
FC(F)(C(=O)OCCCC)C(F)(F)C(F)(F)F	DTXCID501325006
ClC(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325007
FC(F)(CCP(=O)(O)O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325008
FC(F)(C(F)(F)COC(=O)Cl)C(F)(F)F	DTXCID601325009
FC(F)(CCSCCO)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325010
FC(F)(CCOC(=O)C)C(F)(F)C(F)(F)F	DTXCID601325011
COc1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325012
FC(F)(COC(=O)OC)C(F)(F)C(F)(F)F	DTXCID001325013
FC(F)(SCCCO)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325014
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325015
FC(F)(CCC(N)C(=O)O)C(F)(F)C(F)(F)F	DTXCID101325016
FC(F)(C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325017
FC(F)(CCOC=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501325018
FC(F)(CC(CC(=O)O)C(=O)O)C(F)(F)C(F)(F)F	DTXCID201325019
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCC	DTXCID501325020
FC(F)(CC(=O)OCC)C(F)(F)C(F)(F)F	DTXCID201325021
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325022
FC(F)(CC(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325023
FC(F)(c1ncc[NH]1)C(F)(F)C(F)(F)F	DTXCID301325024
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325025
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(/F)F	DTXCID701325026
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#Cc1ccccc1	DTXCID401325027
FC(F)(C#CC(C)(O)CC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325028
FC(F)(C(F)(F)COC(=O)CCC)C(F)(F)F	DTXCID801325029
FC(F)(C(F)(F)CCC#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325030
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(/F)F	DTXCID801325031
NC(CCCC(F)(F)C(F)(F)C(F)(F)F)C(=O)O	DTXCID501325032
IC(CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325033
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCCCC	DTXCID901325034
FC(F)(C(F)(F)S(=O)O)C(F)(F)C(F)(F)F	DTXCID601325035
FC(F)(C(F)(F)C(=N)NN)C(F)(F)F	DTXCID301325036
FC(F)(CCSC#N)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325037
FC(F)(COS(C)(=O)=O)C(F)(F)C(F)(F)F	DTXCID701325038
FC(F)(C(F)(F)C(=N)N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325039
FC(F)(COCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325040
FC(F)(C(N)CC(=O)O)C(F)(F)C(F)(F)F	DTXCID401325041
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325042
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCC	DTXCID801325043
FC(F)(CC1OCCO1)C(F)(F)C(F)(F)F	DTXCID501325044
Cl.FC(F)(CCCON)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325045
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401062194
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325046
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C=O	DTXCID601325047
FC(F)(C(F)=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325048
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325049
FC(F)(C[C@H](N)C(=O)O)C(F)(F)C(F)(F)F	DTXCID301325050
FC(F)(CCC(C)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325051
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325052
FC(F)(C(F)(F)CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325053
FC(F)(C(F)(F)COC=C)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325054
CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C	DTXCID801325055
FC(F)(CC(N)C(=O)O)C(F)(F)C(F)(F)F	DTXCID501325056
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325057
FC(F)(CCOCC(O)CO)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325058
FC(F)(C(F)(F)C(Br)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325059
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325060
FC(F)(COCC=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325061
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325062
FC(F)(c1ncccn1)C(F)(F)C(F)(F)F	DTXCID001325063
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325064
IC(CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325065
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCCCC	DTXCID101325066
FC(F)(CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325067
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC	DTXCID501325068
FC(F)(C(F)(F)C(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325069
C[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C	DTXCID501325070
FC(F)(CC[Si](C)(C)N(C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325071
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325072
FC(F)(c1ccc(C=C)cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325073
FC(F)(CC(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325074
FC(F)(C(F)(F)COC(=O)CC=C)C(F)(F)F	DTXCID001325075
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325076
N#CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325077
FC(F)(C(CCO)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325078
FC(F)(CC(C)OC(=O)C)C(F)(F)C(F)(F)F	DTXCID801325079
FC(F)(COC(C)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325080
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCCCCCC	DTXCID801325081
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC[N+](CC)(CC)CC	DTXCID501325082
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCCCCCC[N+](C)(C)C	DTXCID201325083
O=C(OCCCCCC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325084
FC(F)(COCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325085
FC(F)(CCC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325086
FC(F)(CCOCC#C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325087
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C\C=C/c1ccccc1	DTXCID701325088
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCCCC	DTXCID401325089
FC(F)(c1cncnc1)C(F)(F)C(F)(F)F	DTXCID701325090
FC(F)([I+]c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.F[B-](F)(F)F	DTXCID401325091
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(Cl)=O	DTXCID101325092
FC(F)(COCC1CO1)C(F)(F)C(F)(F)F	DTXCID801325093
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCO	DTXCID501325094
FC(F)(F)C(F)(F)C(F)(F)CSCc1ccccc1	DTXCID201325095
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325096
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325097
FC(F)(CCC(N)C(=O)O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325098
FC(F)(C(CC)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001325099
FC(F)(C(F)(F)C(Br)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325100
FC(F)(C=C(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501325101
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325102
FC(F)(C(F)(F)COC(=O)C(F)(F)F)C(F)(F)F	DTXCID901325103
IC(CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325104
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301325105
FC(F)(C(F)(F)C(=O)NC)C(F)(F)F	DTXCID001325106
FC(F)(c1ccc(C#N)cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325107
FC(F)(C(=O)OC(C)(C)C)C(F)(F)C(F)(F)F	DTXCID401325108
FC(F)(CCC(C(=O)O)C(=O)O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325109
O=[N+]([O-])c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325110
FC(F)(c1ccc[NH]1)C(F)(F)C(F)(F)F	DTXCID101325111
CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325112
FC(F)(CCOC(=O)C)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501325113
C[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O[Si](C)(C)C)O[Si](C)(C)C	DTXCID201325114
C[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C	DTXCID901325115
FC(F)(CCP(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601325116
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CCCCCCCCCCCCCCC	DTXCID301325117
IC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1CCCCC1	DTXCID001325118
FC(F)(CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325119
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O.c1cc(ccc1[S+](c1ccccc1)c1ccccc1)C1CCCCC1	DTXCID001325120
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O.Cn1cc(c2ccccc21)[S+]1CCCC1	DTXCID701325121
CC[n+]1cccc(C)c1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O	DTXCID401325122
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCNCC	DTXCID101325123
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F.CC(C)[N+](C)(C)C(C)C	DTXCID801325124
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F.CCCC[N+](C)(CCCC)CCCC	DTXCID501325125
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CNC	DTXCID201325126
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F.CCC[N+](CCC)(CCC)CCCCC	DTXCID901325127
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Nc1ccccc1	DTXCID601325128
Cc1ccc(N)cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P(=O)(O)O	DTXCID301325129
FC(F)(C(=O)/C=C/OCC)C(F)(F)C(F)(F)F	DTXCID601325130
FC(F)(C(=O)C=COCC)C(F)(F)C(F)(F)F	DTXCID301325131
FC(F)(CO[Si](Cl)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID001325132
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701325133
CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401325134
COc1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101325135
CCCCCCC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801325136
FC(F)(C(N)=CC(C)=O)C(F)(F)C(F)(F)F	DTXCID501325137
Cc1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325138
OC(CC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325139
FC(F)(C(=O)C(C(=O)C)C(C)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201325140
FC(F)(C(\F)=C\C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40914990
FC(F)(CCOC(=O)Cl)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901325141
