,Type,Compounds,SMILES,Exposure_time,pH,ATSC6pe,AATS2dv,PFAS_concentration (μg/kg),OC_content (%),Cultivate_mode,Protein_content (%),logRCF,References,Prediction
39,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,30,7.67,-0.152785185,27.93548387,1000,2.38,1,4,-0.13,[8],-0.186169355
292,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,-0.22830519,29.85714286,11.55,2.24,0,5,-0.12,[4],-0.028560204
13,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,162,6.1,-2.14587551,29.95454545,4.68,2.24,0,4.45,-0.12,[4],0.154926242
2,2,PFOSA,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,30,7.2,0.092125911,27.05263158,520,2.3,0,5.32,-0.11,[2],-0.015927419
64,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.23,0.191709375,29.67241379,0.09,1.04,1,5.42,-0.11,[6],0.117480234
161,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,129,6.1,0.1936,29.7173913,78.52,2.24,0,7,-0.1,[4],-0.004566825
282,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,240,7.84,0.194258667,28.61818182,0.14,0.85,1,4,-0.1,[6],0.164516129
9,4,N-EtFOSAA,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,7.43,-1.642942888,20.98312236,0.5,1.94,0,7,-0.1,[3],-0.049919355
73,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.185548582,29.75,8.61,2.24,0,4.45,-0.096910013,[4],-0.028286896
163,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.1936,29.7173913,78.52,2.24,0,4.45,-0.070581074,[4],-0.094246812
280,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,70,7.17,0.194258667,28.61818182,0.07,0.95,1,4,-0.07,[6],-0.005725806
34,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,129,6.1,-0.152785185,27.93548387,48.58,2.24,0,7,-0.05,[4],-0.040755857
293,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,-0.22830519,29.85714286,11.55,2.24,0,4.45,-0.022276395,[4],-0.024513128
151,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.18,0.194520809,29.69230769,0.05,0.9,1,7.14,0,[6],0.050241935
287,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,60,7,0.194258667,28.61818182,94,0.01,0,7.14,0,[9],0.2125
7,4,N-EtFOSAA,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,7.43,-1.642942888,20.98312236,0.5,1.94,0,6.82,0.01,[3],0.001733871
98,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,129,6.1,0.163592,29.79411765,11.51,2.24,0,7,0.02,[4],0.027463712
50,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,224,6.1,0.191709375,29.67241379,93.45,2.24,0,1.38,0.03,[4],0.113672242
133,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,60,7,0.1879375,28.37209302,56.36,0.01,0,7.14,0.04,[9],0.299233871
195,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,120,7.56,0.1936,29.7173913,3.13,0.93,1,3.4,0.04,[6],0.137163922
121,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,80,5.67,0.163592,29.79411765,10,0.93,1,5.32,0.068185862,[15],0.066162875
209,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,210,8.43,0.194258667,28.61818182,15.4,1.33,0,4,0.08,[5],0.177848757
215,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,4.42,0.09,[14],0.300887097
153,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,120,7.8,0.194520809,29.69230769,0.13,0.77,1,3.4,0.09,[6],0.225967742
41,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,30,7.67,-0.152785185,27.93548387,200,2.38,1,4,0.09,[8],-0.07875
36,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,162,6.1,-0.152785185,27.93548387,48.58,2.24,0,4.45,0.103803721,[4],0.018829826
63,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,70,7.17,0.191709375,29.67241379,0.07,0.95,1,4,0.11,[6],0.11766129
119,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,70,7.66,0.163592,29.79411765,0.8,1.1,1,4,0.11,[1],0.238266129
29,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,70,7.66,-2.14587551,29.95454545,12.52,1.1,1,4,0.11,[1],0.304606735
210,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,210,8.15,0.194258667,28.61818182,28.3,1.46,0,4,0.12,[5],0.160834807
140,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.194520809,29.69230769,20.15,2.24,0,4.45,0.120573931,[4],0.084710539
211,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,210,8.2,0.194258667,28.61818182,40.8,1.6,0,4,0.13,[5],0.166389273
276,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,8.26,0.194258667,28.61818182,154.4,1.93,0,3.35,0.136720567,[13],0.229334357
5,4,N-EtFOSAA,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,7.43,-1.642942888,20.98312236,0.5,1.94,0,5.32,0.14,[3],0.043870968
154,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,70,7.17,0.194520809,29.69230769,0.05,0.95,1,4,0.15,[6],0.147983871
149,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,7,0.194520809,29.69230769,25,0.01,0,7.14,0.15,[9],0.22233871
160,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,224,6.1,0.1936,29.7173913,78.52,2.24,0,1.38,0.15,[4],0.169170311
51,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,129,6.1,0.191709375,29.67241379,93.45,2.24,0,7,0.16,[4],0.11922681
285,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,28,6.6,0.194258667,28.61818182,200,3.85,0,4,0.17,[7],0.240725806
71,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,129,6.1,0.185548582,29.75,8.61,2.24,0,7,0.19,[4],0.147701367
60,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.18,0.191709375,29.67241379,0.05,0.9,1,7.14,0.2,[6],0.105988299
109,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.43,0.163592,29.79411765,0.11,1.1,1,7.14,0.21,[6],0.342701613
180,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,70,7.51,0.1936,29.7173913,284.5,1.81,1,4,0.21,[12],0.222980921
37,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,210,8.15,-0.152785185,27.93548387,19.4,1.46,0,4,0.22,[5],0.2225
187,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,45,8.26,0.1936,29.7173913,416.8,1.93,0,3.78,0.227886705,[13],0.300746302
167,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.1936,29.7173913,26.1,1.6,0,4,0.24,[5],0.255067908
123,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,162,6.1,0.1879375,28.37209302,1.38,2.24,0,5,0.24,[4],0.210958218
3,3,GenX,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O.N,70,7.66,-0.30662368,29.05263158,0.89,1.1,1,4,0.24,[1],0.11696505
305,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,120,7.56,-0.22830519,29.85714286,0.13,0.93,1,3.4,0.25,[6],0.52432048
239,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,3.85,0.26,[14],0.324991343
72,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.185548582,29.75,8.61,2.24,0,5,0.27,[4],0.209627254
52,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.191709375,29.67241379,93.45,2.24,0,5,0.27,[4],0.121764318
137,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,224,6.1,0.194520809,29.69230769,20.15,2.24,0,1.38,0.28,[4],0.330874094
139,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,162,6.1,0.194520809,29.69230769,20.15,2.24,0,5,0.28,[4],0.237280575
38,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,210,8.2,-0.152785185,27.93548387,31.2,1.6,0,4,0.28,[5],0.243458095
166,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.1936,29.7173913,19.8,1.46,0,4,0.29,[5],0.29000662
11,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,129,6.1,-2.14587551,29.95454545,4.68,2.24,0,7,0.29,[4],0.320415153
128,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,210,8.2,0.1879375,28.37209302,34.9,1.6,0,4,0.29,[5],0.293198572
225,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,3.82,0.3,[14],0.321160698
56,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.191709375,29.67241379,7.82,1.6,0,4,0.3,[5],0.315354382
48,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,28,6.6,-0.152785185,27.93548387,200,3.85,0,4,0.31,[7],0.284032258
126,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,210,8.43,0.1879375,28.37209302,25.8,1.33,0,4,0.32,[5],0.302379032
317,16,PFTeA,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.169,29.62195122,1.89,1.6,0,4,0.32,[5],0.364475806
127,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,210,8.15,0.1879375,28.37209302,31.1,1.46,0,4,0.32,[5],0.299558766
226,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,5.55,0.33,[14],0.383346774
55,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.191709375,29.67241379,4.5,1.46,0,4,0.33,[5],0.347096774
227,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,3.77,0.35,[14],0.343890158
155,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.23,0.194520809,29.69230769,0.09,1.04,1,5.42,0.35,[6],0.328830645
199,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.42,0.1936,29.7173913,1.55,1.06,1,5.42,0.35,[6],0.345846774
201,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,240,7.7,0.1936,29.7173913,2.51,1.04,1,4,0.37,[6],0.419312173
189,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,45,8.26,0.1936,29.7173913,416.8,1.93,0,3.35,0.371067862,[13],0.33654523
205,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,129,6.1,0.194258667,28.61818182,49.66,2.24,0,7,0.38,[4],0.25192446
76,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.185548582,29.75,7.33,1.46,0,4,0.38,[5],0.416491935
194,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,120,7.8,0.1936,29.7173913,92.78,0.77,1,3.4,0.39,[6],0.35221649
216,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,5.52,0.39,[14],0.407580645
228,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,5.22,0.4,[14],0.577540323
33,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,224,6.1,-0.152785185,27.93548387,48.58,2.24,0,1.38,0.4,[4],0.396302965
165,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.1936,29.7173913,12.6,1.33,0,4,0.4,[5],0.394019521
273,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,8.26,0.194258667,28.61818182,154.4,1.93,0,4.45,0.42,[13],0.390924997
54,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.191709375,29.67241379,0.7,1.33,0,4,0.42,[5],0.430282258
102,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.163592,29.79411765,22.8,1.46,0,4,0.42,[5],0.411736185
274,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,8.26,0.194258667,28.61818182,154.4,1.93,0,3.78,0.423245874,[13],0.33886252
77,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.185548582,29.75,12.9,1.6,0,4,0.43,[5],0.426144933
142,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.194520809,29.69230769,3.36,1.33,0,4,0.43,[5],0.399516129
17,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,210,8.2,-2.14587551,29.95454545,13.5,1.6,0,4,0.43,[5],0.485375689
125,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,210,8.21,0.1879375,28.37209302,13,0.82,0,4,0.44,[5],0.456008065
316,16,PFTeA,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.169,29.62195122,0.39,1.46,0,4,0.45,[5],0.445201613
143,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.194520809,29.69230769,12.5,1.46,0,4,0.45,[5],0.380002314
103,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.163592,29.79411765,15.2,1.6,0,4,0.45,[5],0.432943548
315,16,PFTeA,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.169,29.62195122,0.37,1.33,0,4,0.46,[5],0.451653226
288,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,60,7,0.194258667,28.61818182,125.17,0.01,0,4,0.46,[9],0.473182646
198,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.23,0.1936,29.7173913,119.37,1.04,1,5.42,0.46,[6],0.383206299
70,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,224,6.1,0.185548582,29.75,8.61,2.24,0,1.38,0.47,[4],0.480068683
325,17,PFUnA,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.08,0.186962286,29.65625,0.06,1.1,1,1.38,0.48,[6],0.56858871
186,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,45,8.26,0.1936,29.7173913,416.8,1.93,0,4.45,0.48,[13],0.436871436
217,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,1000,18.27,0,3.4,0.48,[14],0.518364956
118,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,240,7.7,0.163592,29.79411765,0.13,1.04,1,4,0.48,[6],0.506532258
182,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,7,0.1936,29.7173913,85.16,0.01,0,7.14,0.49,[9],0.46141129
114,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,70,7.29,0.163592,29.79411765,0.16,1.19,1,4,0.49,[6],0.507217742
101,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.163592,29.79411765,10.2,1.33,0,4,0.49,[5],0.497653975
271,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,8.26,0.194258667,28.61818182,154.4,1.93,0,8.23,0.49,[13],0.578923957
190,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,45,8.26,0.1936,29.7173913,416.8,1.93,0,8,0.506505032,[13],0.668311255
321,17,PFUnA,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,0.186962286,29.65625,0.89,1.6,0,4,0.51,[5],0.470282258
242,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,1000,18.27,0,6.46,0.53,[14],0.61266129
320,17,PFUnA,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,0.186962286,29.65625,0.62,1.46,0,4,0.53,[5],0.48733871
295,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,210,8.15,-0.22830519,29.85714286,10.1,1.46,0,4,0.54,[5],0.520716627
214,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,30,7.2,0.194258667,28.61818182,510,2.3,0,5.32,0.55,[2],0.328225806
75,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,210,8.43,0.185548582,29.75,1.81,1.33,0,4,0.55,[5],0.546895161
307,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,70,7.29,-0.22830519,29.85714286,0.14,1.19,1,4,0.55,[6],0.570766129
156,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.42,0.194520809,29.69230769,0.03,1.06,1,5.42,0.56,[6],0.716330645
92,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,240,7.7,0.185548582,29.75,0.1,1.04,1,4,0.56,[6],0.618024194
244,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,5.67,0.56,[14],0.49391129
296,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,210,8.2,-0.22830519,29.85714286,12.4,1.6,0,4,0.56,[5],0.523821466
175,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,50,6.5,0.1936,29.7173913,200,19.08,0,5.85,0.57,[11],0.624919355
290,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,224,6.1,-0.22830519,29.85714286,11.55,2.24,0,1.38,0.58,[4],0.511093293
115,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,130,7.23,0.163592,29.79411765,2.32,1.04,1,5.42,0.58,[6],0.734879032
232,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,1000,18.27,0,3.64,0.58,[14],0.587150185
245,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,1000,18.27,0,3.25,0.59,[14],0.563212583
83,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.43,0.185548582,29.75,0.04,1.1,1,7.14,0.6,[6],0.60360461
152,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,90,7.08,0.194520809,29.69230769,0.09,1.1,1,1.38,0.6,[6],0.531532258
270,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,70,7.51,0.194258667,28.61818182,264.2,1.81,1,4,0.6,[12],0.407783164
246,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,6.5,0.194258667,28.61818182,200,18.27,0,4.99,0.61,[14],0.650362903
