SMILES,logKow_EPISuite
FC(F)C(F)(F)COCC1CO1,0.87
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)=C(F)F,2.61
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,8.46
NC(=O)C(F)(F)C(F)F,0.25
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,4.26
FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)F,1.85
OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,5.31
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,6.14
FC(C(F)(F)F)S(F)(=O)=O,2.05
CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)F,2.8
FC(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,3.35
FC(F)(F)C(OC(=O)C=C)C(F)(F)F,2.47
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.94
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC(=NC(=N1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15.62
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(C=C1)P(C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,21.78
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,5.22
OC(=O)C(=C)CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.48
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=C(C=C)C=C1,7.71
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NN(C(=O)C2=CC=CC=C2)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.38
CCCCCCC(F)(F)C(F)(F)Br,5.56
CC(=O)N1N=C(C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.6
OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5.63
OC(=O)CCC(F)(F)C(F)(F)Br,2.85
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,3.54
CC1(C)[C@@H](CC[C@]1(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,10.83
OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5.86
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.65
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C(C=C1)S(Cl)(=O)=O,10.76
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,6.91
OCC(F)(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.09
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F,7.84
FC(OC(F)(F)C(F)(F)C(CI)C(F)(F)F)C(F)(F)F,5.41
OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.04
CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.72
OCC(O)COCC(F)(F)C(F)F,0.12
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,6.41
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)S(Cl)(=O)=O,8.22
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.57
CC[N+](CC)(CC)C(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.22
FC(=O)C(F)(OC(F)(F)C(F)(OC1=C(F)C(F)=C(F)C(F)=C1F)C(F)(F)F)C(F)(F)F,5.09
CC(=C)C(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.72
FC1(F)OC2=C(C=C(C=C2)N=C=O)C(F)(F)O1,4.96
FC(F)C(F)(F)C(F)(F)C(F)(F)C=O,1.95
OCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3.14
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,5.66
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSC#N,7.1
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,10.02
OCCN(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.88
OCCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.23
FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,6.87
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(=O)OOC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,10.96
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)P(C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22.85
CC(=C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,8.76
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,4.79
OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.81
FC(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,4.73
OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,7.55
FC(=O)C(F)(OC(F)(F)F)C(F)(F)F,0.86
FC(F)=C(F)OC(F)(F)C(F)(F)S(F)(=O)=O,4.05
[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.61
FC(F)C(F)(F)COC=C,1.69
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O,5.47
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,4.67
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,7.88
CCN([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.02
FC(F)(F)C(=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,7.04
FC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,6.39
FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,5.11
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.26
F[P-](F)(F)(F)(F)F.CCCCCCCCN1C=C[N+](C)=C1,0.62
FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,7
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,5.49
FC(F)(C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,9.16
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.58
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,6.48
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.17
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.51
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,8.99
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.85
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.18
CC(=C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,10.1
CC(=C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,7.42
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,4.21
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,6.62
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,4.95
FC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,3.82
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,3.94
CCN(CC)C(F)(F)C(F)C(F)(F)F,2.76
[Na+].[Na+].OP(O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.23
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.59
F[P-](F)(F)(F)(F)F.C[N+]1=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2.22
F[P-](F)(F)(F)(F)F.CCCC[N+]1=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,3.69
FC1=C(F)C2=C(C(F)=C1F)C(F)=C(F)C(F)=C2F,4.77
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.26
CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.74
FC(F)(F)C(F)(F)C(F)(F)C(CC1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,15.59
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1C=CN=C1,1.79
OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.17
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,4.13
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,7.83
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.88
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,5.58
FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,5.89
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)Br,4.3
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,5.23
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,4.26
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,7.8
FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,1
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.62
FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)C1(F)F,4.05
FC1(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)C1(F)F,4.78
COC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,3.15
FC(F)(I)C(F)(F)C=C,3.88
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,7.15
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,5.82
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,8.49
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,4.24
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,5.58
FC(F)(F)COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.66
[H]N(C(=O)C(CC)OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C1=CC(O)=C(C=C1)N([H])C(=O)C(F)(F)C(F)(F)C(F)(F)F,9.85
FC(F)=C(F)OC(F)(F)OC(F)(F)C(F)(F)F,3.7
FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,9.07
[O-][N+](=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.46
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,2.23
CC(C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)ON=C(C#N)C1=CC=CC=C1,9.45
FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,7.98
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.1
FC(F)(I)C(F)(F)I,3.79
FC(F)(F)C(F)(F)CI,3.46
NC(=O)C(F)(F)C(F)(F)F,0.86
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,3.38
FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,4.61
FC(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,6.54
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.69
CC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.82
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,4.12
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.57
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.58
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.24
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,5.14
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,6.24
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.25
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.52
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.1
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,0.9
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.84
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,2.07
FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,3.91
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.59
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.88
OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,6.66
OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,8
FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F,4.91
COC(=O)C(F)(F)C(F)(F)C(F)(F)F,2.42
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,2.92
FC(F)(F)C(F)(F)C(F)(F)C(=O)OC=C,2.78
FC(F)(F)C(F)(F)COC(=O)C=C,2.6
FC(F)=C(F)C(F)(F)C(F)(F)F,3.09
FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,4.18
FC(=C(F)C(F)(F)F)C(F)(F)F,3.03
CC(=C)C(=O)OCC(F)(F)C(F)C(F)(F)F,3.51
[Ba++].CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,3.35
OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5
CC(O)C(F)(F)C(F)(F)F,1.66
CC(=O)C(F)(F)C(F)(F)F,1.15
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,4.35
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,7
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,6.81
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,6.55
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,12.21
FC(F)(F)C(F)(F)C(F)(F)CI,4.13
NCC(F)(F)C(F)(F)C(F)(F)F,1.9
FC(F)(F)C(F)(F)C(F)(F)C#N,1.91
FC(F)(F)C(F)(F)C(F)(F)C=O,1.89
CC(O)C(F)(F)C(F)(F)C(F)(F)F,2.33
FC(F)(F)C(F)(F)C(F)(F)C(Cl)=O,1.58
NC(=N)C(F)(F)C(F)(F)C(F)(F)F,-0.47
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,5.34
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,3.9
FC(F)(F)C(F)(F)C(F)(I)C(F)(F)F,4.9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14.2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.84
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.9
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.52
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.43
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.1
FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F,2.19
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O,0.86
FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.4
FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,3.33
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,3.76
OCC(F)(F)C(F)(F)C(F)(F)CO,1.4
FC(F)C(F)(F)C(F)(F)C(F)F,2.28
OC(=O)C(F)(F)C(F)(F)C(O)=O,0.2
COC(=O)C(F)(F)C(F)(F)F,1.75
FC(F)(F)C(=C)C(F)(F)F,3.06
FC(F)CCCCC(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,25.04
CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.65
FC(F)=C(F)C(=C(F)F)C(F)(F)F,3
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.53
CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.05
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,7.6
[OH-].OCC[N+](CCO)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(O)=O,2.09
COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,8.03
FC(F)Cl.FC(F)(F)C(F)(F)Cl,2.47
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,4.37
FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,8.62
FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C1(F)F,9.28
FC1(F)C(F)(F)C(F)(F)C(F)(COC(=O)C=C)C(F)(F)C1(F)F,4.17
FC(F)C(F)(F)OCC(F)(F)F,2.3
FC(F)(F)C(F)(F)CCI,3.95
FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,3.49
[H][N+]([H])([H])[H].[H]N([H])S(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C([O-])=O)C(F)(F)F,4.52
CC(=C)C(=O)OC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF,8.19
OCCN(CCO)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.31
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.92
[Na+].[O-]S(=O)(=O)C1=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1,4.86
NCC(F)(F)C(F)(F)F,1.23
OCC(F)(F)C(F)(F)F,1.24
OC(O)C(F)(F)C(F)(F)F,1.01
FC(F)(F)C(F)(F)C(F)(F)Br,3.23
[O-][N+](=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)C(F)(F)F,2.98
FC(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,5.92
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.91
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,6.57
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.26
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O,8.15
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,5.41
