Study,sex,adult,LogKa,half_life_type,Occupational_exposure,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,half_life_days
Yu et al. 2021,female,1,4.246446371078491,intrinsic,0,12.995900415721845,12.995900415721845,4.385488040123455,-8.763359788359788,0.5343316726116675,16.321428571428573,464.07099999999997,463.063,463.97050901200004,168.0,0.0,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,0.8571428571428571,19.434757545800327,9.887887414111779,2.9539264697696344,-2.4167452661298925,2.6337934643687864,-2.745741835758452,5.766838068617544,-0.45948662584463074,2.43820249313014,6.762462438804282,614.6078197327042,23.577350269189626,11.780857927120682,11.780857927120682,11.693375672974064,5.640428963560339,5.640428963560339,4.823662944515709,4.823662944515709,2.9906585040340876,2.9906585040340876,1.2981595623361661,1.2981595623361661,-1.7200000000000009,2.43820249313014,26.279999999999998,6.13667376454714,2.906984183089888,139.42864564498817,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,84.53812038938449,5.9693052879518484,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,58.70983537689807,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,53.603307982057366,79.43159299454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,214.0652878902619,0.0,9.766002270111443,7.591905688182068,0.0,-62.92202077821869,0.0,-7.8345084036701085,0.0,0.0,0.8888888888888888,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,5.080400000000002,48.3198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
Olsen et al. 2007,female,1,4.3133955001831055,intrinsic,1,13.037141912320482,13.037141912320482,7.668294577070957,-8.893055555555552,0.40249380767992127,16.896551724137932,500.126,499.118,499.937494632,176.0,0.0,0.45964729444003055,-0.2807529995753137,0.45964729444003055,0.2807529995753137,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.2401301858513,9.90856544965597,2.958021196442138,-2.4171816110141955,2.637727665118951,-2.744955198464895,7.865123893677274,-0.45788527381465033,2.4284584514452447,6.897477185596457,732.2671884119429,24.5,12.097354508048406,12.913851088976132,12.0,5.682729684978749,7.12279301377939,4.935959906008825,6.398823430821257,3.0172218542675084,3.9215304636377173,1.311441237452876,1.76359554213798,-1.2800000000000007,2.4284584514452447,27.719999999999995,6.359567468988971,3.2647421223971658,145.73658368839241,0.0,0.0,0.0,0.0,0.0,57.08416153695984,4.552749873690364,0.0,83.05485279480088,0.0,0.0,0.0,0.0,0.0,87.60760266849124,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.936581535945585,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695984,83.05485279480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,242.49984523284616,0.0,0.0,-7.842419926303856,0.0,-51.96471072688334,0.0,-7.88274914441085,0.0,-7.893298768581507,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,4.841100000000002,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.909589041095891
Russel et al. 2013,male,1,3.5866737365722656,apparent,1,12.395208333333333,12.395208333333333,3.9906023242630377,-7.680416666666668,0.8094186732192378,15.526315789473685,314.05,313.04200000000003,313.98008969200004,114.0,0.0,0.4596476544117735,-0.4766274572578613,0.4766274572578613,0.4596476544117735,0.631578947368421,0.9473684210526315,1.1578947368421053,19.433410298855616,9.98060231888395,2.882739871481234,-2.3508301760095045,2.567105540876745,-2.6755966375453872,5.766599726976612,-0.4176589435561988,2.139733248300212,5.989640448872496,367.87192504561045,16.077350269189626,8.013071089065319,8.013071089065319,7.943375672974064,3.756535544532659,3.756535544532659,3.100483811202312,3.100483811202312,1.8076403659488194,1.8076403659488194,0.7066504932935312,0.7066504932935312,-1.3000000000000005,2.139733248300212,17.7,4.0963518395048215,2.1785238667302544,95.34060688424094,5.106527394840706,0.0,0.0,0.0,0.0,35.835720477773634,0.0,4.794537184071822,48.29456552442303,0.0,0.0,0.0,0.0,0.0,58.19563010333555,5.9693052879518484,0.0,0.0,0.0,29.86641518982178,0.0,0.0,0.0,0.0,0.0,48.29456552442303,0.0,0.0,40.94224787261434,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,35.835720477773634,53.08910270849485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,132.6544633408919,0.0,9.601530612244899,7.519264455782313,0.0,-33.56148195389267,0.0,-7.297109788359789,0.0,0.0,0.8333333333333334,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,3.1744999999999997,33.47880000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342465753424657
Xu et al.2020,both,1,3.99425745010376,intrinsic,0,12.637916666666666,12.637916666666666,4.149722222222221,-8.082708333333333,0.7538574792926155,15.863636363636363,364.057,363.04900000000004,363.97689613200004,132.0,0.0,0.4596472977945599,-0.47662745733412426,0.47662745733412426,0.4596472977945599,0.5454545454545454,0.8181818181818182,1.0454545454545454,19.433875302942898,9.938398500832013,2.9142162647119463,-2.3804504354660745,2.596393786663691,-2.7071399140774988,5.766741028057226,-0.4363689252699306,2.2538192065250198,6.293278332058745,447.79518332887204,18.577350269189626,9.269000035083772,9.269000035083772,9.193375672974064,4.384500017541886,4.384500017541886,3.6748768556401106,3.6748768556401106,2.2019797453105756,2.2019797453105756,0.9038201829744097,0.9038201829744097,-1.4400000000000006,2.2538192065250198,20.56,4.776102372519197,2.3300454882709567,110.03661980449003,5.106527394840706,0.0,0.0,0.0,0.0,41.758249645868204,0.0,4.794537184071822,57.07539561977267,0.0,0.0,0.0,0.0,0.0,66.9764601986852,5.9693052879518484,0.0,0.0,0.0,35.78894435791636,0.0,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,46.864777040708915,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,41.758249645868204,61.86993280384449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,159.4675982615268,0.0,9.66996232520786,7.5506591317082385,0.0,-43.00222694633409,0.0,-7.519326105442177,0.0,0.0,0.8571428571428571,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,3.8097999999999996,38.42580000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699999999999999
Yu et al. 2021,female,1,4.246446371078491,intrinsic,0,12.995900415721845,12.995900415721845,4.385488040123455,-8.763359788359788,0.5343316726116675,16.321428571428573,464.07099999999997,463.063,463.97050901200004,168.0,0.0,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,0.8571428571428571,19.434757545800327,9.887887414111779,2.9539264697696344,-2.4167452661298925,2.6337934643687864,-2.745741835758452,5.766838068617544,-0.45948662584463074,2.43820249313014,6.762462438804282,614.6078197327042,23.577350269189626,11.780857927120682,11.780857927120682,11.693375672974064,5.640428963560339,5.640428963560339,4.823662944515709,4.823662944515709,2.9906585040340876,2.9906585040340876,1.2981595623361661,1.2981595623361661,-1.7200000000000009,2.43820249313014,26.279999999999998,6.13667376454714,2.906984183089888,139.42864564498817,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,84.53812038938449,5.9693052879518484,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,58.70983537689807,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,53.603307982057366,79.43159299454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,214.0652878902619,0.0,9.766002270111443,7.591905688182068,0.0,-62.92202077821869,0.0,-7.8345084036701085,0.0,0.0,0.8888888888888888,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,5.080400000000002,48.3198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Li et al. 2022,male,1,4.340035557746887,intrinsic,0,13.347135889077855,13.347135889077855,7.832256353930461,-8.932291666666666,0.4199260680495701,18.551724137931036,500.12600000000003,499.11800000000005,499.937494632,176.0,0.0,0.4596472943597846,-0.2826278662726452,0.4596472943597846,0.2826278662726452,0.41379310344827586,0.6551724137931034,0.8620689655172413,32.240065660130014,9.912335569915353,2.966945657812075,-2.4230593814899115,2.6404124492956735,-2.7573111573550895,7.868063308118059,-0.45043023683617855,2.409585549066741,7.124734436359236,730.7574134076159,24.5,12.097354508048408,12.913851088976134,12.0,5.682729684978749,7.12279301377939,4.937807756820009,6.4504920769022815,3.05728603258633,4.256008712879893,1.45768727265586,2.202333647746932,-1.2800000000000007,2.409585549066741,27.719999999999995,6.359567468988971,3.2647421223971658,145.73658368839241,0.0,0.0,0.0,0.0,0.0,57.08416153695985,4.552749873690364,4.39041504767482,78.66443774712607,0.0,0.0,0.0,0.0,0.0,87.60760266849124,10.118126859033554,0.0,0.0,0.0,46.966034677926295,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.9365815359456,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695985,83.05485279480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,243.10234008881326,0.0,0.0,-8.260388676303856,0.0,-43.64910407218442,0.0,-15.933923571743513,0.0,-8.342257101914841,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,6.0,0.0,0.0,0.0,0.0,4.841100000000003,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.084671947945205
Yu et al. 2021,male,1,4.246446371078491,intrinsic,0,12.995900415721845,12.995900415721845,4.385488040123455,-8.763359788359788,0.5343316726116675,16.321428571428573,464.07099999999997,463.063,463.97050901200004,168.0,0.0,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,0.8571428571428571,19.434757545800327,9.887887414111779,2.9539264697696344,-2.4167452661298925,2.6337934643687864,-2.745741835758452,5.766838068617544,-0.45948662584463074,2.43820249313014,6.762462438804282,614.6078197327042,23.577350269189626,11.780857927120682,11.780857927120682,11.693375672974064,5.640428963560339,5.640428963560339,4.823662944515709,4.823662944515709,2.9906585040340876,2.9906585040340876,1.2981595623361661,1.2981595623361661,-1.7200000000000009,2.43820249313014,26.279999999999998,6.13667376454714,2.906984183089888,139.42864564498817,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,84.53812038938449,5.9693052879518484,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,58.70983537689807,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,53.603307982057366,79.43159299454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,214.0652878902619,0.0,9.766002270111443,7.591905688182068,0.0,-62.92202077821869,0.0,-7.8345084036701085,0.0,0.0,0.8888888888888888,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,5.080400000000002,48.3198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005
Gomis et al. 2016,male,1,4.123865365982056,intrinsic,1,12.825416666666666,12.825416666666666,4.27882137345679,-8.470833333333331,0.653062667189842,16.12,414.06399999999996,413.056,413.97370257200004,150.0,0.0,0.4596472944550076,-0.47662745733429035,0.47662745733429035,0.4596472944550076,0.48,0.72,0.96,19.434311592657526,9.909071373297474,2.9368735642452806,-2.40141077807814,2.617664549738896,-2.7294254034484533,5.766802356534855,-0.4497182477912152,2.3520090748010207,6.547079013921288,530.1396708751446,21.077350269189626,10.524928981102226,10.524928981102226,10.443375672974064,5.012464490551112,5.012464490551112,4.249269900077909,4.249269900077909,2.5963191246723314,2.5963191246723314,1.1009898726552878,1.1009898726552878,-1.5800000000000007,2.3520090748010207,23.419999999999998,5.456258065310048,2.739201485283877,124.73263272473908,5.106527394840706,0.0,0.0,0.0,0.0,47.68077881396279,0.0,4.794537184071822,65.8562257151223,0.0,0.0,0.0,0.0,0.0,75.75729029403485,5.9693052879518484,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,52.78730620880349,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,47.68077881396279,70.65076289919413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,186.62703495055428,0.0,9.723295658541195,7.573992465041572,0.0,-52.81381865709246,0.0,-7.693837750377929,0.0,0.0,0.875,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,4.4451,43.372800000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Olsen et al. 2007,male,1,4.3133955001831055,intrinsic,1,13.037141912320482,13.037141912320482,7.668294577070957,-8.893055555555552,0.40249380767992127,16.896551724137932,500.126,499.118,499.937494632,176.0,0.0,0.45964729444003055,-0.2807529995753137,0.45964729444003055,0.2807529995753137,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.2401301858513,9.90856544965597,2.958021196442138,-2.4171816110141955,2.637727665118951,-2.744955198464895,7.865123893677274,-0.45788527381465033,2.4284584514452447,6.897477185596457,732.2671884119429,24.5,12.097354508048406,12.913851088976132,12.0,5.682729684978749,7.12279301377939,4.935959906008825,6.398823430821257,3.0172218542675084,3.9215304636377173,1.311441237452876,1.76359554213798,-1.2800000000000007,2.4284584514452447,27.719999999999995,6.359567468988971,3.2647421223971658,145.73658368839241,0.0,0.0,0.0,0.0,0.0,57.08416153695984,4.552749873690364,0.0,83.05485279480088,0.0,0.0,0.0,0.0,0.0,87.60760266849124,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.936581535945585,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695984,83.05485279480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,242.49984523284616,0.0,0.0,-7.842419926303856,0.0,-51.96471072688334,0.0,-7.88274914441085,0.0,-7.893298768581507,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,4.841100000000002,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3534246575342466
Yu et al. 2021,female,1,4.246446371078491,intrinsic,0,12.995900415721845,12.995900415721845,4.385488040123455,-8.763359788359788,0.5343316726116675,16.321428571428573,464.07099999999997,463.063,463.97050901200004,168.0,0.0,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,0.8571428571428571,19.434757545800327,9.887887414111779,2.9539264697696344,-2.4167452661298925,2.6337934643687864,-2.745741835758452,5.766838068617544,-0.45948662584463074,2.43820249313014,6.762462438804282,614.6078197327042,23.577350269189626,11.780857927120682,11.780857927120682,11.693375672974064,5.640428963560339,5.640428963560339,4.823662944515709,4.823662944515709,2.9906585040340876,2.9906585040340876,1.2981595623361661,1.2981595623361661,-1.7200000000000009,2.43820249313014,26.279999999999998,6.13667376454714,2.906984183089888,139.42864564498817,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,84.53812038938449,5.9693052879518484,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,58.70983537689807,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,53.603307982057366,79.43159299454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,214.0652878902619,0.0,9.766002270111443,7.591905688182068,0.0,-62.92202077821869,0.0,-7.8345084036701085,0.0,0.0,0.8888888888888888,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,5.080400000000002,48.3198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28
